,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178
p1,0.0,-1.1921828718783047,-1.3190147838443664,-0.6522269543648128,-1.448136733875638,-1.120133920564858,-0.657875368135941,-0.6685805860178713,-1.229349421442089,-0.5309425580983321,-0.8043631020876083,-1.272399308393399,-1.1665333257134152,-1.4433987668000825,-1.0978615577567146,-1.21,-1.2744410539526732,-1.4484819639885063,-1.4030324301312498,-0.8140024569987487,-0.2917190429162963,-1.5074813431681342,-0.5560575509783133,-1.5699044556914925,-0.8633655077659755,-1.4335968749965935,-1.0999999999999999,-1.715896267260932,-0.6388270501473783,-0.8281907992727282,-1.3229512462672235,-1.233288287465668,-1.241732660438631,-1.0815266986995744,-1.379057649266339,-0.8782938005018592,-1.5318289721767253,-1.9435534466538344,-1.742096438203121,-0.3906404996924923,-0.890730037665734,-1.2896511156122807,-0.7085901495222747,-1.4182383438618489,-1.3118307817702706,-0.7187489130426563,-0.5147815070493501,-0.7522632517942106,-1.1854956769216833,-0.9934284070832685,-1.567354458953047,-0.6836665854054885,-1.0325211862233146,-1.1245443521711362,-0.8854942122905152,-1.148651383144599,-0.613025284959764,-1.441839103367641,-1.3170801038661237,-3.8819711487851123,-3.6814942618453177,-3.4175283466271353,-2.2490220096744276,-2.358749668786411,-3.133017714600414,-2.6929723355430157,-1.6782133356638547,-2.403497451631685,-2.9748613413065157,-2.9952128471946695,-3.651739311615768,-1.3245754036671527,-2.082210364012244,-1.6561702811003465,-2.761050524709752,-3.604635903943698,-2.3610379073619305,-3.4204824221153367,-2.9438410283165766,-2.0555048041782835,-2.6931208662070856,-2.041910869749216,-3.0418579848507066,-2.863808652825813,-2.8531035733039913,-2.2946895214821548,-3.1491903721432912,-3.2035917342882505,-3.3096676570314427,-2.8788018340969566,-3.2830778242374947,-3.2957396741854477,-3.064506485553588,-2.4091699815496637,-3.061649882008066,-2.5270140482395425,-3.727854610898875,-2.543540839066675,-2.5016394624325873,-2.4406146766747114,-2.7085420432402376,-2.805245087331943,-2.401291319269697,-3.3188702897220916,-2.3195904810979036,-2.4796975622039077,-2.558085221410734,-2.6870243765176376,-2.6249761903682094,-2.8843716820132603,-3.1836142982465696,-2.418222487696284,-3.1903291366252486,-3.556262082580529,-2.5977490255988935,-3.6241688702376997,-3.0475892111634733,-2.477619825558393,-3.10607469324226,-2.957397504563768,-3.0136688603760047,-3.501742423422945,-2.404371019622388,-1.7980266961310667,-2.5785461019729716,-2.4986596406873827,-2.326907819403253,-3.1331134674633163,-2.476146199237841,-3.0552741284539437,-4.008727977800439,-3.931679030643269,-4.055970907193492,-4.088691722299445,-4.349356274208863,-4.229952718411874,-4.65306350698118,-4.232552421411931,-3.95145542806698,-3.888007201639421,-3.8517139042249755,-3.6623762777737627,-3.7967486090074494,-3.6023048177521013,-4.099414592353401,-4.057412968875611,-4.269543301103761,-3.9876434143488813,-3.9253152739620796,-3.849610369894595,-3.6901761475571866,-3.8686043995218746,-3.8898457552967316,-3.972530679554281,-4.299976744123159,-4.120934360069328,-3.78462679798154,-4.256160241344304,-3.3039673121869715,-3.603290163170321,-4.189522645839261,-3.8667298845406823,-3.9028323048780873,-3.986401886413361,-3.858043545632942,-3.958156136384718,-3.841562182237846,-4.056722815278362,-3.7209273037779176,-3.6192402517655555,-4.369656737090455,-4.2282620543197185,-3.8024465808213535,-3.8762481860685853,-3.9489998733856653,-4.013489753319423,-4.0097381460639046,-3.831761996784247
p2,-1.1921828718783047,0.0,-0.5337602458033011,-1.3799637676402958,-0.4768647607026544,-1.3036103712382776,-1.2272326592785914,-0.9135097153287436,-1.7343010119353568,-0.7811529939774924,-1.0846658471621573,-1.13652980603238,-0.7433034373659257,-1.927770733256422,-1.5253851972534689,-0.6912307863514193,-1.384521578018921,-1.2228654872879523,-1.6387190119114385,-0.5177837386399858,-1.0018981984213777,-0.45803929962395096,-0.7965550828411063,-0.5722761571129794,-0.5374941860150678,-0.26248809496813263,-0.3176476034853725,-0.8554530963179688,-0.7021395872616784,-0.9451983918733676,-0.9985489472229198,-0.7744029958619741,-0.7184705978674425,-0.6884765791223405,-0.6556675987114203,-0.36290494623248215,-0.6302380502635493,-0.9609890738192602,-0.7317103251970685,-1.0656922632730346,-0.6410148204214947,-0.45880278987817874,-1.0620734437881414,-0.4224926034855521,-0.2874021572639977,-1.0183810681665302,-1.2498399897586905,-0.944351629426244,-1.1216505694733991,-1.1162437009900663,-0.7229799443967997,-0.6713419396998829,-1.168075340035908,-0.7393916418245476,-0.592621295601163,-0.5166236541235806,-1.0517128885774876,-0.736613874428116,-1.174478607723445,-2.996898396676137,-2.7456693173068016,-2.5322322168395215,-1.745107446548779,-1.4440914098491133,-2.109478608566581,-1.7061652909375458,-1.1103603018840327,-1.5076140089558732,-2.304799340506674,-2.068671071001863,-2.711475613019597,-1.2260505699195283,-1.5214795430764096,-1.0348912986396204,-1.7305779381466746,-2.524935642744186,-1.55183762037141,-2.3869645996537106,-1.9424469104714284,-1.1691877522451217,-1.6638509548634453,-1.1622822376686304,-2.0271161782196887,-2.079302767756538,-1.804023281446223,-1.4180620578804015,-2.127463278178967,-2.181994500451364,-2.236291573118317,-1.9129558280315826,-2.2624986187841083,-2.298390741366663,-2.1784627607558495,-1.448516482474397,-1.9849433241279208,-1.5381482373295488,-2.7137796520719943,-1.52685952202552,-1.7509711591000008,-1.4852272553383876,-1.6721542991004144,-1.9279263471408856,-1.4705441169852738,-2.2539742678211736,-1.4868086628749508,-1.5699681525432287,-1.577434626220687,-1.7862810529141258,-1.619629587282227,-1.8903174336602833,-2.099547570311279,-1.4446106741956461,-2.1015470491997075,-2.4402253994252243,-1.587261793151967,-2.5175186195935075,-2.06274089502293,-1.5002999700059982,-2.2590706053596463,-1.9536888186197918,-2.0158124912798807,-3.025904823354495,-1.443502684445027,-1.0604715932074746,-1.7027624614138053,-1.5176956216580444,-1.4347822134386805,-2.0445292856792245,-1.4728883189162714,-2.013603734601225,-3.2935998542628093,-3.2240347392669326,-3.3320564220913185,-3.337019628351023,-3.577792615566195,-3.47597468345211,-3.83190553119463,-3.4696685720685196,-3.4320402095546605,-3.218338080438411,-3.22003105575086,-3.161977229519529,-3.3038765110094537,-3.1369571243483705,-3.283732632234238,-3.441525824398242,-3.8214787713658707,-3.306448245474288,-3.344069377270752,-3.1900156739426846,-3.148983963122073,-3.1389488686501408,-3.2378079004165765,-3.361234892119264,-3.543910269744424,-3.496312343026578,-3.3514325295312153,-3.4790515949034155,-3.0782624969290713,-3.0754511864115157,-3.376921675135507,-3.4024256053586237,-3.2329862356651007,-3.320195777360124,-3.40898811966249,-3.4996428389194234,-3.2914586432158006,-3.358109587252923,-3.223476384278315,-3.0774015012669373,-3.5521542759289044,-3.518565048425281,-3.467174642269985,-3.4114806169755676,-3.386103955876133,-3.4169284452560604,-3.390530931874829,-3.4792096803728287
p3,-1.3190147838443664,-0.5337602458033011,0.0,-1.2668859459319919,-0.6053924347066125,-1.0984079387914119,-1.4830374236680615,-1.2292273996295402,-1.7201453426963664,-0.8015609770940693,-0.9433981132056598,-1.3039171752837673,-0.8070935509592431,-1.7100292395160963,-1.2951061732537612,-0.6433506042586737,-1.256980508997654,-0.9135097153287424,-1.288215820427617,-0.5573149917237115,-1.051903037356581,-0.9296773633901173,-1.0587728746053144,-1.0317945531936097,-0.9669539802906859,-0.5714892824891818,-0.3813135192987529,-1.1322985472038727,-0.7936623967405779,-1.3206437824031123,-0.7325298628724977,-0.5128352561983234,-0.8141867107733948,-0.7993122043357024,-0.8465222974027324,-0.509901951359279,-0.6928924880528002,-1.0506188652408637,-0.7736278174936576,-1.1371895180663605,-0.45453272709454073,-0.6363961030678927,-0.8791473141629911,-0.6382789358893182,-0.31953090617340923,-1.2149897118905995,-1.2514791248758412,-0.7718160402582991,-1.078146557755484,-0.8386298349092995,-0.28390139133156733,-0.7425631286294788,-0.8328865468957943,-0.7951100552753684,-0.6729784543356498,-0.6254598308444761,-1.0958102025442185,-0.35482389998420316,-0.7671375365604268,-3.2519993849937925,-2.925987012958192,-2.6675269445686953,-1.9663926362758788,-1.3167004215082494,-2.2547283650142873,-1.651998789345804,-1.0030952098380295,-1.80493767205408,-2.51666445916018,-2.398770518411463,-2.9168133296459,-1.2784756548327383,-1.7947144619688113,-1.1226308386998818,-1.9109160107131864,-2.6645449892992987,-1.7196220514985265,-2.617498806112431,-2.0882049707823223,-1.2997307413460688,-1.8189282558693733,-1.3033034949696098,-2.263735850314696,-2.2539299013057175,-1.9522807175198964,-1.711782696489248,-2.2870505022845475,-2.4369242909864886,-2.4267880006296387,-2.2114474897677314,-2.4503061033266844,-2.5643907658545335,-2.3709491770175086,-1.6594878728089586,-2.091913000103017,-1.6457824886661054,-2.951796063416306,-1.5777832550765651,-1.4297552238058098,-1.391042774324356,-1.831775095365149,-2.2378561169118987,-1.7301445026355462,-2.426623168108308,-1.8234308322500201,-1.8773651749193605,-1.814442063004493,-1.9865799757371965,-1.8292348127017481,-1.874299869284529,-2.110734469325784,-1.581960808616952,-2.207487259306382,-2.512966374625813,-1.7519417798545707,-2.6022682413617555,-2.3475093184053604,-1.7071028088548155,-2.492930003028565,-2.2181073012818837,-2.043281674170256,-2.6862613424609303,-1.6679928057398812,-1.1683749398202616,-1.7114613638642278,-1.5963395628750168,-1.2844843323295152,-2.099952380412471,-1.5492901600410434,-2.198749644684452,-3.4036010341989265,-3.349820890734309,-3.467145800222425,-3.450739051275828,-3.7754072627996043,-3.673976047826115,-4.01385101866026,-3.681969581623401,-3.6808966298987533,-3.480287344458788,-3.5071498399697725,-3.469524463092889,-3.5721282171837,-3.379289866229294,-3.4997999942853877,-3.6682693467083363,-4.039059296420393,-3.536707508403826,-3.5466181074369993,-3.2885407097981925,-3.2251201528005122,-3.249815379371573,-3.3510744545593134,-3.545222136904823,-3.7465183837797995,-3.6970664045970287,-3.55125329989287,-3.695037212261874,-3.2529063927509503,-3.2579287898909026,-3.5426684857604167,-3.644969135671796,-3.4913178027787732,-3.536665095821203,-3.6274095440134686,-3.7435544606696993,-3.4725494956875704,-3.576087247257818,-3.437048152121236,-3.289148826064275,-3.7788490311204552,-3.738529122529341,-3.6855393092463413,-3.6420186710119986,-3.584661769260804,-3.620317665619966,-3.599472183529135,-3.6818745225767815
p4,-0.6522269543648128,-1.3799637676402958,-1.2668859459319919,0.0,-1.4789523318890296,-0.6315853069855252,-0.9788769074812218,-1.0360501918343532,-0.9119758768739451,-0.6210475022089694,-0.4244997055358225,-1.2581732790041285,-1.1044455622618978,-0.838331676605388,-0.4744470465710585,-1.0994998863119532,-0.8760136985230312,-1.0363879582472963,-0.7892401408950258,-0.867525215771852,-0.5158488150611565,-1.8013605968822564,-1.0536602868097469,-1.8966285877841236,-1.291588169657805,-1.568757470101735,-1.1470832576583085,-1.8158469098467518,-0.723118247591637,-1.2197130810153674,-1.0073728207570416,-1.0193134944657603,-1.205197079319395,-1.0663489110042732,-1.4133647795243802,-1.0259629622944475,-1.5142985174660908,-1.9363883907935404,-1.7291905620838894,-0.48104053883222736,-0.837257427557378,-1.3342413574762246,-0.5070502933634872,-1.4896308267486944,-1.411559421349309,-0.8634813257969162,-0.3203123475609397,-0.49527769988159065,-0.9422313940853384,-0.5566866263886711,-1.4430523206037942,-0.7402702209328692,-0.6333245613427597,-1.0584894897919392,-0.8986100377805709,-1.1561141812122187,-0.5312249994117368,-1.267320006943787,-0.8895504482602423,-4.022847250393681,-3.753664875824692,-3.43204020955466,-2.3151889771679546,-2.3427547887049553,-3.2180739581308564,-2.651056393213845,-1.6603011774976248,-2.6871918427979793,-3.0277714576896324,-3.2701834810909305,-3.752892218009998,-1.3195074838741918,-2.2239154660193354,-1.8074567767999314,-2.955164970014363,-3.707640759296941,-2.4224161492196177,-3.60204108804994,-3.0250289254815392,-2.1851544567833185,-2.8703135717199957,-2.1772000367444413,-3.2287923438957784,-2.902757309869359,-3.029224323156012,-2.525193061926157,-3.2465674180586483,-3.4627156972526625,-3.4904011230802676,-3.148285247559375,-3.405378099418624,-3.5034982517478155,-3.1425149164323787,-2.6242141680891824,-3.2117752100668566,-2.6020760941986296,-3.9012433915355746,-2.609712627857711,-2.3515952032609695,-2.441474964033013,-2.8682050135929957,-3.02195301088551,-2.6514524321586457,-3.456168398675041,-2.6341791890454225,-2.74727137356323,-2.7756800968411324,-2.7886018001858917,-2.8124544440754935,-2.996431210623731,-3.271971882519774,-2.5218643896926736,-3.293356949982798,-3.6402747149082026,-2.784187493686443,-3.772850381342997,-3.330015014981163,-2.646242619262262,-3.2165975812961123,-3.1936499495091812,-3.1654383582688825,-3.3884804854093513,-2.6001923005808623,-1.889576672167604,-2.738192834699558,-2.6503773316265735,-2.291571513176056,-3.199843746185117,-2.5554842985234716,-3.1985778089644783,-3.995409866334116,-3.936229159995642,-4.06960686061934,-4.086392051675904,-4.437488028152865,-4.317256073016749,-4.7293974246197585,-4.339965437650397,-4.060960477522528,-4.047591876659503,-4.038972641650349,-3.862719249440736,-3.933891203376118,-3.709258686044963,-4.235681763305642,-4.152180150234332,-4.319374954782232,-4.104107698391942,-3.9880195586280665,-3.8168704457971847,-3.6146645764164624,-3.8670014222909206,-3.868604399521874,-4.017312534518568,-4.391150191009185,-4.183359893673983,-3.825258161222586,-4.371830280328824,-3.3126122622486323,-3.6459703783766533,-4.259330933374396,-3.9628525079795742,-4.056858390429717,-4.081935815271964,-3.9213645584158585,-4.052159917870962,-3.876003095973996,-4.159495161675272,-3.790659573214139,-3.6990133819709277,-4.509246056715025,-4.3304503230033715,-3.8543222491120277,-3.956526254178026,-4.002574171705004,-4.077020971248492,-4.08472765310002,-3.864324002979046
p5,-1.448136733875638,-0.4768647607026544,-0.6053924347066125,-1.4789523318890296,0.0,-1.190798051728335,-1.3318783728253871,-1.0617438485811916,-1.6182088863926065,-0.9901515035589243,-1.0927488274987984,-0.9241753080449608,-0.5156549233741493,-1.8221141566872257,-1.4855975228843112,-0.45055521304275303,-1.1851160280748891,-0.990858213873206,-1.5659501907787488,-0.6786015030929418,-1.2293087488503447,-0.7229107828771127,-1.1840185809352826,-0.8628441342444184,-0.9306449376641982,-0.3303028912982746,-0.41121770389904194,-0.5283937925449164,-0.8343860018001252,-1.0833282051160666,-0.775951029382654,-0.6067124524847005,-0.4440720662234899,-0.527067358124177,-0.31953090617340885,-0.6582552696332936,-0.15556349186104057,-0.5292447448959696,-0.29832867780352607,-1.2012077255828821,-0.8154140052758476,-0.18411952639521953,-1.2503599481749248,-0.09219544457292879,-0.5555177764932457,-1.0500000000000007,-1.3379461872586658,-1.0419213022104885,-0.9082400563727626,-1.1141813137905334,-0.610655385630881,-0.7947955712005447,-1.2441061047997475,-0.5393514624064714,-0.6058052492344383,-0.34713109915419577,-1.095855829933847,-0.5497272050753901,-1.0928860873851403,-2.7355803771777576,-2.4445244936387933,-2.189520495451002,-1.4885563476066332,-1.388740436510726,-1.875766509989983,-1.4681280598094983,-1.1486949116279745,-1.5923253436405518,-1.985472236018424,-2.017077093221773,-2.4338241514127517,-1.2108674576517444,-1.3444329659748753,-1.1947384651043926,-1.7265283084849776,-2.3183830572189748,-1.2969965304502555,-2.2371857321197095,-1.7082447131485583,-1.1624112869376315,-1.6609033686521322,-1.157626882894484,-1.903102729754755,-1.7585505395068974,-1.792456415090755,-1.3929465172791093,-1.9013942252988991,-2.1846967752985766,-2.142988567398342,-1.9063053270659451,-2.048731314740906,-2.1655484293822664,-1.8900529093123295,-1.4943225890014518,-1.9519733604739598,-1.363561513097227,-2.5266182932924393,-1.405240192991932,-1.7047287174210453,-1.4150971698084913,-1.617683529000651,-1.79,-1.5326121492406357,-2.087821831478922,-1.5922939427128397,-1.5911630966057502,-1.572672883978102,-1.5477079827926195,-1.5719414747375293,-1.9541494313383514,-2.0481455026437936,-1.3104579352272248,-1.9521526579650479,-2.279407817833395,-1.604119696282045,-2.481551933770479,-2.089138578457638,-1.425938287584705,-1.9876116320851014,-1.911674658512792,-2.103734774157618,-3.179952829838833,-1.422005625867915,-1.0327632836231155,-1.8699197843757904,-1.578923684032892,-1.3695984813075694,-1.8828435941415855,-1.3553597308463912,-1.8582787734890593,-2.984560269118384,-2.9275587099151403,-3.034765229799498,-3.033364468704676,-3.3168358415815518,-3.2176078070516922,-3.558665480204623,-3.2264221670451003,-3.190407497483668,-3.022664387589201,-3.045751138881836,-3.0036810749478717,-3.0893688675844455,-2.913914892374175,-3.081087470358477,-3.1856710439089593,-3.5344165006405235,-3.073011552207378,-3.0736623106645924,-2.8767342595380616,-2.824694673765644,-2.8465768916366905,-2.9266021253323795,-3.0783274679604835,-3.2851331784267135,-3.2172970021432588,-3.0795616571194024,-3.2428691000408882,-2.8381860404138415,-2.8121522007174504,-3.1192627334035206,-3.157768199219189,-3.031930078349433,-3.070977043222564,-3.1455047289743496,-3.2497538368313372,-3.0089699234123297,-3.112828295939241,-2.9690065678607045,-2.8352424940382086,-3.3364052511647926,-3.2654708695684302,-3.208566658182435,-3.1564853872622316,-3.109035220128585,-3.1428967529971454,-3.1242759161124036,-3.2071638561196094
p6,-1.120133920564858,-1.3036103712382776,-1.0984079387914119,-0.6315853069855252,-1.190798051728335,0.0,-1.1514773119779655,-1.151911454930456,-0.7516648189186461,-0.814370922860093,-0.34249087579087395,-0.9637945839233586,-0.7758221445666523,-0.637887137352683,-0.34263683398023703,-0.7457881736793621,-0.33541019662496896,-0.4641120554348912,-0.5409251334519408,-0.8386298349092993,-0.8986656775464386,-1.73844758333405,-1.3500740720419744,-1.863142506626908,-1.4280406156688958,-1.3961017154921043,-0.9977474630386178,-1.5021318184500314,-0.7666811592833098,-1.3052202879207784,-0.509999999999999,-0.6521502894272141,-0.8722384994942609,-0.7991245209602815,-1.1027692415006867,-1.0348429832588124,-1.1642164747159354,-1.5361315047872681,-1.3656500283747655,-0.7650490180374063,-0.8369587803470362,-1.0727068565083373,-0.7971198153351847,-1.2335720489699815,-1.3132402674301442,-0.8820997676000149,-0.654904573201318,-0.5660388679233956,-0.49081564767232116,-0.390640499692492,-1.1577996372429888,-0.7531932023060215,-0.6595452979136452,-0.7424957912338627,-0.7577598564189049,-0.9022749026765616,-0.6034069936618236,-0.9240129869217208,-0.5560575509783126,-3.6554343107215046,-3.34354602181576,-2.9902508255997517,-1.9982492337043443,-2.1055640574439907,-2.862673575523412,-2.280131575150873,-1.5300653580811505,-2.5841633075330206,-2.6370627599660947,-3.07580883671271,-3.365397450524975,-1.2217200988769892,-1.9777512482615196,-1.771044889323813,-2.767399501336949,-3.356799070543245,-2.0869595108674246,-3.3111025354102215,-2.6758363178640048,-2.008482013860219,-2.6813802415920045,-2.0035218990567576,-2.964354904528133,-2.5036173829081787,-2.831059872203341,-2.3536142419691464,-2.8982235938588308,-3.2864114167279777,-3.2332027465038427,-2.977247050548543,-3.0664148447331776,-3.2341304859266264,-2.762082547644078,-2.479959677091545,-2.9908861563088625,-2.301238796822267,-3.5805306869233777,-2.3350160599019443,-2.1177582487149,-2.1928292227166257,-2.6447873260434376,-2.772598059582384,-2.5256484315913803,-3.1456318920051656,-2.5564428411368794,-2.6025756473155583,-2.598942092467625,-2.4560537453402755,-2.6022682413617537,-2.8455403704744726,-3.0274246481126483,-2.25426262888777,-2.9875910027980734,-3.313623394412829,-2.6115129714401184,-3.540861477098476,-3.177876649588526,-2.4229114717628457,-2.856116244132931,-2.9904013108611354,-3.0354736039043395,-3.3957767888952883,-2.4143114960584513,-1.712483576563582,-2.6800373131730835,-2.503876993783839,-2.0470955033901075,-2.880746431048731,-2.288536650351049,-2.9040661149498646,-3.5789383900816176,-3.5349964639303386,-3.6663605932859356,-3.6714710948065497,-4.06789872046982,-3.9529482668003637,-4.338813201786866,-3.989812025647324,-3.7460779490021294,-3.758151141186315,-3.775791307792315,-3.633469416411813,-3.650123285589132,-3.4182597911803017,-3.916260971896536,-3.8099999999999996,-3.9642527669158536,-3.775791307792315,-3.633758384923246,-3.400705809093165,-3.1945109171827855,-3.466035198898015,-3.4569639859275365,-3.6455589420553878,-4.02622652119823,-3.8151539942707426,-3.485297691733089,-4.026536973628828,-3.0229290431632694,-3.3026353113839257,-3.8857946420262612,-3.651013557904161,-3.7622067992070827,-3.7394785732772955,-3.590181053930289,-3.7359470017654157,-3.5110539728121526,-3.8167132457128603,-3.462571298904905,-3.377839546218855,-4.177367592156573,-3.9784042026923307,-3.5408049932183503,-3.6332629962610743,-3.6433089355694226,-3.717391558606653,-3.7306701810800695,-3.533312893022637
p7,-0.657875368135941,-1.2272326592785914,-1.4830374236680615,-0.9788769074812218,-1.3318783728253871,-1.1514773119779655,0.0,-0.33015148038438363,-0.9685556256612211,-0.8238325072488952,-0.9445633912025176,-0.8115417426109399,-0.9641576634555165,-1.4903019828209314,-1.2613088440187836,-1.1044002897500524,-1.1213384859176112,-1.451929750366732,-1.6142180769648198,-0.9332738076256077,-0.7404728219185359,-1.4653668482670141,-0.8765842800324447,-1.5480956042828888,-0.9261749294814673,-1.4019985734657505,-1.1428035701729322,-1.3975335416368366,-0.7108445681019175,-0.41605288125429524,-1.3135448222272434,-1.262933094031509,-1.0183810681665293,-0.8841379982785499,-1.1307519621915327,-1.0255730105653134,-1.3775703248836348,-1.717148799609399,-1.5965274817553254,-0.5493632677928149,-1.149695611890382,-1.1499565209172045,-1.1584903970253702,-1.2926716520447104,-1.4418391033676399,-0.33436506994600956,-0.6649812027418519,-1.0293201639917486,-0.9659192512834602,-1.213795699448635,-1.6754103974847474,-0.7606576102294651,-1.3840881474819446,-0.9379765455489818,-0.8433860326090302,-1.0290772565750348,-0.5763679380395825,-1.503894943139315,-1.5084760521798148,-3.4612858882213136,-3.307053068821243,-3.042153842263734,-1.8181584089402116,-2.4332899539512356,-2.8885636569063187,-2.595322715964241,-1.7983325610131191,-2.3153401477968645,-2.512648005590915,-2.7477445296096943,-3.2798780465133164,-1.2541531007018247,-1.7065755183993472,-1.7616185739256955,-2.692916634431894,-3.3806804048889334,-2.0735717976477215,-3.1727117738615975,-2.7028503473185492,-2.014820091224029,-2.64410665442981,-1.9956452590578317,-2.8212231389948585,-2.4749545450371406,-2.8015352933704056,-2.114521222404732,-2.898999827526729,-3.0777589249322306,-3.15282413083889,-2.708855847032101,-3.015393838290448,-3.031484784721837,-2.706288972005762,-2.3582408698010484,-3.020744941235524,-2.37726733877366,-3.4263245613922804,-2.4730547911439418,-2.692470984059068,-2.4886542548132327,-2.6159128425847835,-2.4911443153699473,-2.326069646420761,-3.1110930555031624,-2.212351689944436,-2.328454423002521,-2.4469981610127953,-2.39,-2.5005799327356044,-2.9984662746144077,-3.190830612865559,-2.2802192877001994,-3.053424307232784,-3.428323205300224,-2.557557428485234,-3.593911518109483,-2.917841668082763,-2.3345663408864614,-2.714571789435675,-2.7870055615301528,-3.1229153046472473,-3.9464667742171606,-2.290109167703584,-1.7443910112127956,-2.759365869180817,-2.5474104498490227,-2.4054313542481323,-3.0229125028687167,-2.3927599127367554,-2.8522797899224415,-3.6328914104332934,-3.5546729807395785,-3.670108990207239,-3.7205644733024053,-3.9475182076844186,-3.8293210886526614,-4.256547897064005,-3.8364175997928074,-3.4740754165676946,-3.4833604464654533,-3.4387352326109673,-3.2207763039366766,-3.3267551758432723,-3.145186798904002,-3.7554760017872573,-3.606078202147036,-3.751666296460814,-3.5729119776451257,-3.4762192105792176,-3.4721031090680476,-3.3004545141540738,-3.5153520449593674,-3.4983567571075427,-3.533638351614381,-3.893661515848547,-3.6702179771779226,-3.3048751867506287,-3.86648419109661,-2.8444683158720543,-3.175610177587923,-3.8315662593774893,-3.380709984603826,-3.495554319417738,-3.564575711076986,-3.371601993118405,-3.462224718298915,-3.3947017542046316,-3.643267763972338,-3.2629587800032045,-3.188933991163818,-3.9974366786729725,-3.803550972446669,-3.295785187174674,-3.390589919173358,-3.4919049242497997,-3.561418256818483,-3.5658939973027803,-3.329504467634786
